labels,sector,type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
CMR_Wholesale Trade,CMR_Wholesale Trade,trade,TRUE,1000,3489140.02,1906881.672,0.058997287,0,USD,Cameroon,CMR
CMR_Retail Trade,CMR_Retail Trade,trade,TRUE,1000,3257161.823,2884140.227,0.027389473,0,USD,Cameroon,CMR
CMR_Hotels and Restraurants,CMR_Hotels and Restraurants,service,TRUE,1000,2293082.733,1812084.852,0.06517718,0,USD,Cameroon,CMR
CMR_Transport,CMR_Transport,construction,TRUE,1000,2600402.355,632003.7282,0.119001742,0,USD,Cameroon,CMR
CMR_Post and Telecommunications,CMR_Post and Telecommunications,service,TRUE,1000,2340697.081,934417.257,0.057452543,0,USD,Cameroon,CMR
CMR_Finacial Intermediation and Business Activities,CMR_Finacial Intermediation and Business Activities,service,TRUE,1000,11934141.31,2969638.493,0.002878848,0,USD,Cameroon,CMR
CMR_Public Administration,CMR_Public Administration,service,TRUE,1000,3001642.644,2931591.646,0.005467953,0,USD,Cameroon,CMR
"CMR_Education, Health and Other Services","CMR_Education, Health and Other Services",service,TRUE,1000,4489078.598,3655325.419,0.015378325,0,USD,Cameroon,CMR
CMR_Private Households,CMR_Private Households,service,TRUE,1000,55806.54441,41289.2615,0.231269602,0,USD,Cameroon,CMR
CMR_Others,CMR_Others,service,TRUE,1000,130469.8525,39148.10697,0.028604982,0,USD,Cameroon,CMR
CMR_Re-export & Re-import,CMR_Re-export & Re-import,imports,TRUE,1000,15360.05011,2297.062834,0.849897432,0,USD,Cameroon,CMR
CAN_Agriculture,CAN_Agriculture,agriculture,TRUE,1000,87231946.23,11922130.24,0.174073617,0,USD,Canada,CAN
CAN_Fishing,CAN_Fishing,agriculture,TRUE,1000,12764269.5,1445987.261,0.174122695,0,USD,Canada,CAN
CAN_Mining and Quarrying,CAN_Mining and Quarrying,mining,TRUE,1000,133526168.6,4333839.818,0.416292873,0,USD,Canada,CAN
CAN_Food & Beverages,CAN_Food & Beverages,agriculture,TRUE,1000,124927523.8,58595984.3,0.161138025,0,USD,Canada,CAN
CAN_Textiles and Wearing Apparel,CAN_Textiles and Wearing Apparel,manufacturing,TRUE,1000,25247053.54,12327688.03,0.115934428,0,USD,Canada,CAN
CAN_Wood and Paper,CAN_Wood and Paper,manufacturing,TRUE,1000,138730894.5,6041821.038,0.230809996,0,USD,Canada,CAN
"CAN_Petroleum, Chemical and Non-Metallic Mineral Products","CAN_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,182976712.3,29119902.19,0.246819297,0,USD,Canada,CAN
CAN_Metal Products,CAN_Metal Products,manufacturing,TRUE,1000,99624958.82,3922307.793,0.227500453,0,USD,Canada,CAN
CAN_Electrical and Machinery,CAN_Electrical and Machinery,utility,TRUE,1000,148370577.6,65065592.73,0.257304018,0,USD,Canada,CAN
CAN_Transport Equipment,CAN_Transport Equipment,utility,TRUE,1000,145256343,87611248.39,0.125096221,0,USD,Canada,CAN
CAN_Other Manufacturing,CAN_Other Manufacturing,manufacturing,TRUE,1000,40415567.12,25731056,0.100999844,0,USD,Canada,CAN
CAN_Recycling,CAN_Recycling,utility,TRUE,1000,13151917.98,7253168.673,0.170626528,0,USD,Canada,CAN
"CAN_Electricity, Gas and Water","CAN_Electricity, Gas and Water",utility,TRUE,1000,37881726.77,11264468.02,0.018858994,0,USD,Canada,CAN
CAN_Construction,CAN_Construction,construction,TRUE,1000,239719756.6,207841214.5,0.013229508,0,USD,Canada,CAN
CAN_Maintenance and Repair,CAN_Maintenance and Repair,construction,TRUE,1000,6447419.878,3726426.028,0.004169649,0,USD,Canada,CAN
CAN_Wholesale Trade,CAN_Wholesale Trade,trade,TRUE,1000,83100091.33,48029500.4,0.00416965,0,USD,Canada,CAN
CAN_Retail Trade,CAN_Retail Trade,trade,TRUE,1000,184826016.3,106824210.8,0.00416965,0,USD,Canada,CAN
CAN_Hotels and Restraurants,CAN_Hotels and Restraurants,service,TRUE,1000,80854110.04,62824953.65,0.00843914,0,USD,Canada,CAN
CAN_Transport,CAN_Transport,construction,TRUE,1000,290608581.7,179261867.3,0.004775036,0,USD,Canada,CAN
CAN_Post and Telecommunications,CAN_Post and Telecommunications,service,TRUE,1000,50000307.72,13011616.98,0.007878357,0,USD,Canada,CAN
CAN_Finacial Intermediation and Business Activities,CAN_Finacial Intermediation and Business Activities,service,TRUE,1000,610522754.4,237775792.8,0.017650277,0,USD,Canada,CAN
CAN_Public Administration,CAN_Public Administration,service,TRUE,1000,222869285.2,194440178.2,0.000166257,0,USD,Canada,CAN
"CAN_Education, Health and Other Services","CAN_Education, Health and Other Services",service,TRUE,1000,247967009.5,191856576.9,0.001195755,0,USD,Canada,CAN
CAN_Private Households,CAN_Private Households,service,TRUE,1000,9066.957415,9044.691479,0.002239147,0,USD,Canada,CAN
CAN_Others,CAN_Others,service,TRUE,1000,2602220.211,2595829.894,0.002239141,0,USD,Canada,CAN
CAN_Re-export & Re-import,CAN_Re-export & Re-import,imports,TRUE,1000,29611258.01,8606557.491,0.708737396,0,USD,Canada,CAN
CPV_Agriculture,CPV_Agriculture,agriculture,TRUE,1000,133334.7943,9021.709613,0.112717086,0,USD,Cape Verde,CPV
CPV_Fishing,CPV_Fishing,agriculture,TRUE,1000,13903.96209,752.2380568,0.457162311,0,USD,Cape Verde,CPV
CPV_Mining and Quarrying,CPV_Mining and Quarrying,mining,TRUE,1000,52965.81355,734.6992038,0.110893141,0,USD,Cape Verde,CPV
CPV_Food & Beverages,CPV_Food & Beverages,agriculture,TRUE,1000,129271.8812,48303.29135,0.214139556,0,USD,Cape Verde,CPV
CPV_Textiles and Wearing Apparel,CPV_Textiles and Wearing Apparel,manufacturing,TRUE,1000,38002.12228,7550.08396,0.510301672,0,USD,Cape Verde,CPV
CPV_Wood and Paper,CPV_Wood and Paper,manufacturing,TRUE,1000,87825.33724,3167.896925,0.119614064,0,USD,Cape Verde,CPV
"CPV_Petroleum, Chemical and Non-Metallic Mineral Products","CPV_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,190710.4704,17815.18613,0.098066664,0,USD,Cape Verde,CPV
CPV_Metal Products,CPV_Metal Products,manufacturing,TRUE,1000,89793.14942,1826.01764,0.120877554,0,USD,Cape Verde,CPV
CPV_Electrical and Machinery,CPV_Electrical and Machinery,utility,TRUE,1000,228131.8273,66582.86216,0.256090339,0,USD,Cape Verde,CPV
CPV_Transport Equipment,CPV_Transport Equipment,utility,TRUE,1000,89023.63709,26347.48143,0.244039469,0,USD,Cape Verde,CPV
CPV_Other Manufacturing,CPV_Other Manufacturing,manufacturing,TRUE,1000,32757.77907,5944.076997,0.244695878,0,USD,Cape Verde,CPV
CPV_Recycling,CPV_Recycling,utility,TRUE,1000,12034.24923,2816.111577,0.473963981,0,USD,Cape Verde,CPV
"CPV_Electricity, Gas and Water","CPV_Electricity, Gas and Water",utility,TRUE,1000,83987.83903,15089.24914,0.136908999,0,USD,Cape Verde,CPV
CPV_Construction,CPV_Construction,construction,TRUE,1000,258552.2321,140691.2154,0.214889534,0,USD,Cape Verde,CPV
CPV_Maintenance and Repair,CPV_Maintenance and Repair,construction,TRUE,1000,23352.03994,5009.615041,0.703657463,0,USD,Cape Verde,CPV
CPV_Wholesale Trade,CPV_Wholesale Trade,trade,TRUE,1000,189979.7358,40893.37873,0.247950429,0,USD,Cape Verde,CPV
CPV_Retail Trade,CPV_Retail Trade,trade,TRUE,1000,144578.7346,69324.40121,0.381122079,0,USD,Cape Verde,CPV
CPV_Hotels and Restraurants,CPV_Hotels and Restraurants,service,TRUE,1000,129216.4102,60227.36959,0.307497935,0,USD,Cape Verde,CPV
CPV_Transport,CPV_Transport,construction,TRUE,1000,209038.2035,25167.6493,0.16322799,0,USD,Cape Verde,CPV
CPV_Post and Telecommunications,CPV_Post and Telecommunications,service,TRUE,1000,189146.1149,27334.06659,0.174738882,0,USD,Cape Verde,CPV
CPV_Finacial Intermediation and Business Activities,CPV_Finacial Intermediation and Business Activities,service,TRUE,1000,807148.6462,204931.4726,0.059019142,0,USD,Cape Verde,CPV
CPV_Public Administration,CPV_Public Administration,service,TRUE,1000,253981.8426,196341.5078,0.216069308,0,USD,Cape Verde,CPV
"CPV_Education, Health and Other Services","CPV_Education, Health and Other Services",service,TRUE,1000,337516.2371,227930.5047,0.179001268,0,USD,Cape Verde,CPV
CPV_Private Households,CPV_Private Households,service,TRUE,1000,20271.94999,4680.731027,0.76367981,0,USD,Cape Verde,CPV
CPV_Others,CPV_Others,service,TRUE,1000,15599.90953,2061.87419,0.341843308,0,USD,Cape Verde,CPV
CPV_Re-export & Re-import,CPV_Re-export & Re-import,imports,TRUE,1000,16041.96379,2838.148461,0.822503405,0,USD,Cape Verde,CPV
CYM_Agriculture,CYM_Agriculture,agriculture,TRUE,1000,85278.01926,23344.27498,0.409682551,0,USD,Cayman Islands,CYM
CYM_Fishing,CYM_Fishing,agriculture,TRUE,1000,25126.81621,1730.991204,0.834191615,0,USD,Cayman Islands,CYM
CYM_Mining and Quarrying,CYM_Mining and Quarrying,mining,TRUE,1000,93047.63772,4305.618189,0.643936612,0,USD,Cayman Islands,CYM
CYM_Food & Beverages,CYM_Food & Beverages,agriculture,TRUE,1000,189916.3914,110933.6238,0.337218521,0,USD,Cayman Islands,CYM
CYM_Textiles and Wearing Apparel,CYM_Textiles and Wearing Apparel,manufacturing,TRUE,1000,52550.81406,19636.9756,0.548785142,0,USD,Cayman Islands,CYM
CYM_Wood and Paper,CYM_Wood and Paper,manufacturing,TRUE,1000,84609.26,13319.96747,0.422447915,0,USD,Cayman Islands,CYM
"CYM_Petroleum, Chemical and Non-Metallic Mineral Products","CYM_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,221989.1613,56161.14175,0.421326983,0,USD,Cayman Islands,CYM
CYM_Metal Products,CYM_Metal Products,manufacturing,TRUE,1000,91979.10683,8049.662794,0.506987015,0,USD,Cayman Islands,CYM
CYM_Electrical and Machinery,CYM_Electrical and Machinery,utility,TRUE,1000,274292.1833,130505.5327,0.309999953,0,USD,Cayman Islands,CYM
CYM_Transport Equipment,CYM_Transport Equipment,utility,TRUE,1000,348410.1835,232203.9279,0.32896032,0,USD,Cayman Islands,CYM
CYM_Other Manufacturing,CYM_Other Manufacturing,manufacturing,TRUE,1000,72057.92511,18499.13491,0.6458824,0,USD,Cayman Islands,CYM
CYM_Recycling,CYM_Recycling,utility,TRUE,1000,34500.35245,9361.888493,0.717094712,0,USD,Cayman Islands,CYM
"CYM_Electricity, Gas and Water","CYM_Electricity, Gas and Water",utility,TRUE,1000,235220.5352,62066.87975,0.146175381,0,USD,Cayman Islands,CYM
CYM_Construction,CYM_Construction,construction,TRUE,1000,468408.3999,307823.3245,0.236591943,0,USD,Cayman Islands,CYM
CYM_Maintenance and Repair,CYM_Maintenance and Repair,construction,TRUE,1000,72995.85555,11167.03308,0.812399718,0,USD,Cayman Islands,CYM
CYM_Wholesale Trade,CYM_Wholesale Trade,trade,TRUE,1000,592084.8241,190389.4393,0.372466387,0,USD,Cayman Islands,CYM
CYM_Retail Trade,CYM_Retail Trade,trade,TRUE,1000,322477.4621,200691.286,0.299714914,0,USD,Cayman Islands,CYM
CYM_Hotels and Restraurants,CYM_Hotels and Restraurants,service,TRUE,1000,472418.491,272331.8389,0.401679947,0,USD,Cayman Islands,CYM
CYM_Transport,CYM_Transport,construction,TRUE,1000,592156.7421,62338.54656,0.797205991,0,USD,Cayman Islands,CYM
CYM_Post and Telecommunications,CYM_Post and Telecommunications,service,TRUE,1000,348595.0324,97945.1724,0.404908244,0,USD,Cayman Islands,CYM
CYM_Finacial Intermediation and Business Activities,CYM_Finacial Intermediation and Business Activities,service,TRUE,1000,2764444.698,1223294.132,0.037901604,0,USD,Cayman Islands,CYM
CYM_Public Administration,CYM_Public Administration,service,TRUE,1000,779952.911,618108.1266,0.201393123,0,USD,Cayman Islands,CYM
"CYM_Education, Health and Other Services","CYM_Education, Health and Other Services",service,TRUE,1000,1139556.689,862830.7139,0.185251393,0,USD,Cayman Islands,CYM
CYM_Private Households,CYM_Private Households,service,TRUE,1000,67478.56347,10803.35286,0.838144026,0,USD,Cayman Islands,CYM
CYM_Others,CYM_Others,service,TRUE,1000,36080.33853,6074.940618,0.621862548,0,USD,Cayman Islands,CYM
CYM_Re-export & Re-import,CYM_Re-export & Re-import,imports,TRUE,1000,46429.30101,4913.166064,0.894065305,0,USD,Cayman Islands,CYM
CAF_Agriculture,CAF_Agriculture,agriculture,TRUE,1000,449226.506,225056.8045,0.23062974,0,USD,Central African Republic,CAF
CAF_Fishing,CAF_Fishing,agriculture,TRUE,1000,21098.57123,4602.148381,0.35944012,0,USD,Central African Republic,CAF
CAF_Mining and Quarrying,CAF_Mining and Quarrying,mining,TRUE,1000,39314.6367,2335.066323,0.316230505,0,USD,Central African Republic,CAF
CAF_Food & Beverages,CAF_Food & Beverages,agriculture,TRUE,1000,141744.6634,92915.99876,0.030968888,0,USD,Central African Republic,CAF
CAF_Textiles and Wearing Apparel,CAF_Textiles and Wearing Apparel,manufacturing,TRUE,1000,25485.88249,10445.61727,0.110854007,0,USD,Central African Republic,CAF
CAF_Wood and Paper,CAF_Wood and Paper,manufacturing,TRUE,1000,81024.78714,10287.41361,0.128442018,0,USD,Central African Republic,CAF
"CAF_Petroleum, Chemical and Non-Metallic Mineral Products","CAF_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,178570.9324,46322.69009,0.033192879,0,USD,Central African Republic,CAF
CAF_Metal Products,CAF_Metal Products,manufacturing,TRUE,1000,75655.5128,4716.520336,0.06216086,0,USD,Central African Republic,CAF
CAF_Electrical and Machinery,CAF_Electrical and Machinery,utility,TRUE,1000,200679.8106,94962.3166,0.032597269,0,USD,Central African Republic,CAF
CAF_Transport Equipment,CAF_Transport Equipment,utility,TRUE,1000,86380.97807,48109.74596,0.040114426,0,USD,Central African Republic,CAF
CAF_Other Manufacturing,CAF_Other Manufacturing,manufacturing,TRUE,1000,33777.75673,12804.53466,0.130875737,0,USD,Central African Republic,CAF
CAF_Recycling,CAF_Recycling,utility,TRUE,1000,9686.840112,4509.083762,0.230163198,0,USD,Central African Republic,CAF
"CAF_Electricity, Gas and Water","CAF_Electricity, Gas and Water",utility,TRUE,1000,70814.91381,22349.65357,0.032616355,0,USD,Central African Republic,CAF
CAF_Construction,CAF_Construction,construction,TRUE,1000,196672.6425,137396.1477,0.036081922,0,USD,Central African Republic,CAF
CAF_Maintenance and Repair,CAF_Maintenance and Repair,construction,TRUE,1000,13273.95337,5189.126866,0.442815677,0,USD,Central African Republic,CAF
CAF_Wholesale Trade,CAF_Wholesale Trade,trade,TRUE,1000,182901.6886,91463.67696,0.044116444,0,USD,Central African Republic,CAF
CAF_Retail Trade,CAF_Retail Trade,trade,TRUE,1000,168247.304,144058.0528,0.038814292,0,USD,Central African Republic,CAF
CAF_Hotels and Restraurants,CAF_Hotels and Restraurants,service,TRUE,1000,124132.7196,94710.82842,0.056917878,0,USD,Central African Republic,CAF
CAF_Transport,CAF_Transport,construction,TRUE,1000,120755.1177,27241.42892,0.059684336,0,USD,Central African Republic,CAF
CAF_Post and Telecommunications,CAF_Post and Telecommunications,service,TRUE,1000,107208.0945,34796.82571,0.049953572,0,USD,Central African Republic,CAF
CAF_Finacial Intermediation and Business Activities,CAF_Finacial Intermediation and Business Activities,service,TRUE,1000,645051.2794,226647.1936,0.003057557,0,USD,Central African Republic,CAF
CAF_Public Administration,CAF_Public Administration,service,TRUE,1000,180150.8334,171279.5036,0.034895678,0,USD,Central African Republic,CAF
"CAF_Education, Health and Other Services","CAF_Education, Health and Other Services",service,TRUE,1000,292743.0855,248921.3825,0.020323252,0,USD,Central African Republic,CAF
CAF_Private Households,CAF_Private Households,service,TRUE,1000,9954.967737,4305.833297,0.551889097,0,USD,Central African Republic,CAF
CAF_Others,CAF_Others,service,TRUE,1000,12140.24844,3052.857889,0.135048894,0,USD,Central African Republic,CAF
CAF_Re-export & Re-import,CAF_Re-export & Re-import,imports,TRUE,1000,6812.433365,1349.705384,0.800529083,0,USD,Central African Republic,CAF
TCD_Agriculture,TCD_Agriculture,agriculture,TRUE,1000,3232225.243,1300475.728,0.509094237,0,USD,Chad,TCD
TCD_Fishing,TCD_Fishing,agriculture,TRUE,1000,86592.65128,50044.22996,0.230480194,0,USD,Chad,TCD
TCD_Mining and Quarrying,TCD_Mining and Quarrying,mining,TRUE,1000,298777.2648,92899.21558,0.191853652,0,USD,Chad,TCD
TCD_Food & Beverages,TCD_Food & Beverages,agriculture,TRUE,1000,587342.0494,319074.1911,0.021531011,0,USD,Chad,TCD
TCD_Textiles and Wearing Apparel,TCD_Textiles and Wearing Apparel,manufacturing,TRUE,1000,128395.9178,50412.09058,0.052287651,0,USD,Chad,TCD
TCD_Wood and Paper,TCD_Wood and Paper,manufacturing,TRUE,1000,391983.6662,37608.56663,0.019031048,0,USD,Chad,TCD
"TCD_Petroleum, Chemical and Non-Metallic Mineral Products","TCD_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,998256.3728,172968.9425,0.014268224,0,USD,Chad,TCD
TCD_Metal Products,TCD_Metal Products,manufacturing,TRUE,1000,414678.3794,26920.80068,0.022094152,0,USD,Chad,TCD
TCD_Electrical and Machinery,TCD_Electrical and Machinery,utility,TRUE,1000,1081674.187,376444.9274,0.01773868,0,USD,Chad,TCD
TCD_Transport Equipment,TCD_Transport Equipment,utility,TRUE,1000,502240.5533,246758.8194,0.028589916,0,USD,Chad,TCD
TCD_Other Manufacturing,TCD_Other Manufacturing,manufacturing,TRUE,1000,162446.3726,57250.29833,0.045092881,0,USD,Chad,TCD
TCD_Recycling,TCD_Recycling,utility,TRUE,1000,48385.17933,30853.9817,0.103630557,0,USD,Chad,TCD
"TCD_Electricity, Gas and Water","TCD_Electricity, Gas and Water",utility,TRUE,1000,1400164.258,1181644.621,0.011375036,0,USD,Chad,TCD
TCD_Construction,TCD_Construction,construction,TRUE,1000,1081069.262,777466.8213,0.055770785,0,USD,Chad,TCD
TCD_Maintenance and Repair,TCD_Maintenance and Repair,construction,TRUE,1000,80083.65424,28842.70602,0.545577348,0,USD,Chad,TCD
TCD_Wholesale Trade,TCD_Wholesale Trade,trade,TRUE,1000,1117073.136,469288.738,0.051564489,0,USD,Chad,TCD
TCD_Retail Trade,TCD_Retail Trade,trade,TRUE,1000,927453.8014,695058.2744,0.060755994,0,USD,Chad,TCD
TCD_Hotels and Restraurants,TCD_Hotels and Restraurants,service,TRUE,1000,695250.7716,458084.0431,0.070005404,0,USD,Chad,TCD
TCD_Transport,TCD_Transport,construction,TRUE,1000,848458.3787,270914.8336,0.078931895,0,USD,Chad,TCD
TCD_Post and Telecommunications,TCD_Post and Telecommunications,service,TRUE,1000,813489.5573,350273.4695,0.078025274,0,USD,Chad,TCD
TCD_Finacial Intermediation and Business Activities,TCD_Finacial Intermediation and Business Activities,service,TRUE,1000,4041818.031,797680.7554,0.001107011,0,USD,Chad,TCD
TCD_Public Administration,TCD_Public Administration,service,TRUE,1000,1074007.261,1000456.968,0.053416163,0,USD,Chad,TCD
"TCD_Education, Health and Other Services","TCD_Education, Health and Other Services",service,TRUE,1000,1405865.415,1044878.951,0.028429345,0,USD,Chad,TCD
TCD_Private Households,TCD_Private Households,service,TRUE,1000,53850.41635,20247.16312,0.615059335,0,USD,Chad,TCD
TCD_Others,TCD_Others,service,TRUE,1000,52281.98063,14928.00358,0.093459989,0,USD,Chad,TCD
TCD_Re-export & Re-import,TCD_Re-export & Re-import,imports,TRUE,1000,33019.3509,4950.455672,0.849935667,0,USD,Chad,TCD
CHL_Agriculture,CHL_Agriculture,agriculture,TRUE,1000,16057177.96,6440467.63,0.205508712,0,USD,Chile,CHL
CHL_Fishing,CHL_Fishing,agriculture,TRUE,1000,4968169.588,1400022.015,0.065857658,0,USD,Chile,CHL
CHL_Mining and Quarrying,CHL_Mining and Quarrying,mining,TRUE,1000,44975217.94,1309085.783,0.312006658,0,USD,Chile,CHL
CHL_Food & Beverages,CHL_Food & Beverages,agriculture,TRUE,1000,41658682.24,29800331.38,0.08461968,0,USD,Chile,CHL
CHL_Textiles and Wearing Apparel,CHL_Textiles and Wearing Apparel,manufacturing,TRUE,1000,10149591.28,9242579.397,0.019749589,0,USD,Chile,CHL
CHL_Wood and Paper,CHL_Wood and Paper,manufacturing,TRUE,1000,13834536.65,703898.4224,0.398722884,0,USD,Chile,CHL
"CHL_Petroleum, Chemical and Non-Metallic Mineral Products","CHL_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,33867605.09,4216811.208,0.21795532,0,USD,Chile,CHL
CHL_Metal Products,CHL_Metal Products,manufacturing,TRUE,1000,11209590.47,977063.6414,0.45556842,0,USD,Chile,CHL
CHL_Electrical and Machinery,CHL_Electrical and Machinery,utility,TRUE,1000,3720145.643,1503422.843,0.12597913,0,USD,Chile,CHL
CHL_Transport Equipment,CHL_Transport Equipment,utility,TRUE,1000,1136636.013,241570.8115,0.436649714,0,USD,Chile,CHL
CHL_Other Manufacturing,CHL_Other Manufacturing,manufacturing,TRUE,1000,3362175.085,3139455.553,0.035451728,0,USD,Chile,CHL
CHL_Recycling,CHL_Recycling,utility,TRUE,1000,181583.0483,112699.5251,0.229288731,0,USD,Chile,CHL
"CHL_Electricity, Gas and Water","CHL_Electricity, Gas and Water",utility,TRUE,1000,18873574.56,3840117.146,0.004981994,0,USD,Chile,CHL
CHL_Construction,CHL_Construction,construction,TRUE,1000,36356078.78,32030018.88,0.00879596,0,USD,Chile,CHL
CHL_Maintenance and Repair,CHL_Maintenance and Repair,construction,TRUE,1000,1053532.736,305160.0251,0.015794308,0,USD,Chile,CHL
CHL_Wholesale Trade,CHL_Wholesale Trade,trade,TRUE,1000,13578856.86,3933167.309,0.015794312,0,USD,Chile,CHL
CHL_Retail Trade,CHL_Retail Trade,trade,TRUE,1000,30201241.34,8747915.368,0.015794315,0,USD,Chile,CHL
CHL_Hotels and Restraurants,CHL_Hotels and Restraurants,service,TRUE,1000,11567742.67,10085580.98,0.027910156,0,USD,Chile,CHL
CHL_Transport,CHL_Transport,construction,TRUE,1000,33480490.74,23579760.15,0.029634106,0,USD,Chile,CHL
CHL_Post and Telecommunications,CHL_Post and Telecommunications,service,TRUE,1000,8443461.883,6108980.017,0.024071803,0,USD,Chile,CHL
CHL_Finacial Intermediation and Business Activities,CHL_Finacial Intermediation and Business Activities,service,TRUE,1000,76931566.2,31640894.67,0.053048886,0,USD,Chile,CHL
CHL_Public Administration,CHL_Public Administration,service,TRUE,1000,18260386.68,18122077.4,0.002113613,0,USD,Chile,CHL
"CHL_Education, Health and Other Services","CHL_Education, Health and Other Services",service,TRUE,1000,48663100.32,44280119.36,0.017256751,0,USD,Chile,CHL
CHL_Private Households,CHL_Private Households,service,TRUE,1000,62376.64,21309.54339,0.166888402,0,USD,Chile,CHL
CHL_Others,CHL_Others,service,TRUE,1000,2622.17829,394.8741102,0.84061164,0,USD,Chile,CHL
CHL_Re-export & Re-import,CHL_Re-export & Re-import,imports,TRUE,1000,3273660.156,969968.2789,0.703696942,0,USD,Chile,CHL
CHN_Agriculture,CHN_Agriculture,agriculture,TRUE,1000,1419384392,610839104.3,0.012301884,0,USD,China,CHN
CHN_Fishing,CHN_Fishing,agriculture,TRUE,1000,155412237.8,77878047.38,0.008247639,0,USD,China,CHN
CHN_Mining and Quarrying,CHN_Mining and Quarrying,mining,TRUE,1000,841047393.7,34653015.59,0.022400043,0,USD,China,CHN
CHN_Food & Beverages,CHN_Food & Beverages,agriculture,TRUE,1000,1414172123,765773128.1,0.018035028,0,USD,China,CHN
CHN_Textiles and Wearing Apparel,CHN_Textiles and Wearing Apparel,manufacturing,TRUE,1000,1257024184,447815253.3,0.105246473,0,USD,China,CHN
CHN_Wood and Paper,CHN_Wood and Paper,manufacturing,TRUE,1000,617096437.6,65538639.98,0.057639565,0,USD,China,CHN
"CHN_Petroleum, Chemical and Non-Metallic Mineral Products","CHN_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,3317393000,270694230.8,0.071826058,0,USD,China,CHN
CHN_Metal Products,CHN_Metal Products,manufacturing,TRUE,1000,2395677765,106159977.8,0.066562675,0,USD,China,CHN
CHN_Electrical and Machinery,CHN_Electrical and Machinery,utility,TRUE,1000,3868847915,1553306844,0.107301544,0,USD,China,CHN
CHN_Transport Equipment,CHN_Transport Equipment,utility,TRUE,1000,1161592654,461063292.3,0.023840291,0,USD,China,CHN
CHN_Other Manufacturing,CHN_Other Manufacturing,manufacturing,TRUE,1000,354767884.5,191825078.9,0.104568706,0,USD,China,CHN
CHN_Recycling,CHN_Recycling,utility,TRUE,1000,102267322.2,676055.7891,0.027585217,0,USD,China,CHN
"CHN_Electricity, Gas and Water","CHN_Electricity, Gas and Water",utility,TRUE,1000,967502046,86140298.14,0.000526963,0,USD,China,CHN
CHN_Construction,CHN_Construction,construction,TRUE,1000,2525787263,2411927981,0.002087175,0,USD,China,CHN
CHN_Maintenance and Repair,CHN_Maintenance and Repair,construction,TRUE,1000,30037592.79,12512069.08,0.07668905,0,USD,China,CHN
CHN_Wholesale Trade,CHN_Wholesale Trade,trade,TRUE,1000,387151375,161266653.7,0.076688998,0,USD,China,CHN
CHN_Retail Trade,CHN_Retail Trade,trade,TRUE,1000,861078090.5,358679697.4,0.076689046,0,USD,China,CHN
CHN_Hotels and Restraurants,CHN_Hotels and Restraurants,service,TRUE,1000,567471408.1,330315043,0.017281881,0,USD,China,CHN
CHN_Transport,CHN_Transport,construction,TRUE,1000,1132467870,262145737.4,0.054512233,0,USD,China,CHN
CHN_Post and Telecommunications,CHN_Post and Telecommunications,service,TRUE,1000,324377794.6,95643044.42,0.040235035,0,USD,China,CHN
CHN_Finacial Intermediation and Business Activities,CHN_Finacial Intermediation and Business Activities,service,TRUE,1000,2083131396,958488776.2,0.042745995,0,USD,China,CHN
CHN_Public Administration,CHN_Public Administration,service,TRUE,1000,76263141.7,76261637.87,1.81E-05,0,USD,China,CHN
"CHN_Education, Health and Other Services","CHN_Education, Health and Other Services",service,TRUE,1000,1385282351,1141661443,0.015343417,0,USD,China,CHN
CHN_Private Households,CHN_Private Households,service,TRUE,1000,6311822.696,3700576.329,0.063576862,0,USD,China,CHN
CHN_Others,CHN_Others,service,TRUE,1000,683985724,683972236.5,1.81E-05,0,USD,China,CHN
CHN_Re-export & Re-import,CHN_Re-export & Re-import,imports,TRUE,1000,111683.6905,3296.949849,0.952273536,0,USD,China,CHN
COL_Agriculture,COL_Agriculture,agriculture,TRUE,1000,27136917.04,11092665.83,0.172244411,0,USD,Colombia,COL
COL_Fishing,COL_Fishing,agriculture,TRUE,1000,828004.937,283916.4523,0.116830802,0,USD,Colombia,COL
COL_Mining and Quarrying,COL_Mining and Quarrying,mining,TRUE,1000,38082220.19,102339.7878,0.332860015,0,USD,Colombia,COL
COL_Food & Beverages,COL_Food & Beverages,agriculture,TRUE,1000,37571270.13,28198383.05,0.019467294,0,USD,Colombia,COL
COL_Textiles and Wearing Apparel,COL_Textiles and Wearing Apparel,manufacturing,TRUE,1000,10384021.11,8713961.178,0.03447604,0,USD,Colombia,COL
COL_Wood and Paper,COL_Wood and Paper,manufacturing,TRUE,1000,3276736.297,166143.9387,0.092539311,0,USD,Colombia,COL
"COL_Petroleum, Chemical and Non-Metallic Mineral Products","COL_Petroleum, Chemical and Non-Metallic Mineral Products",utility,TRUE,1000,51074801.03,3517999.964,0.043220202,0,USD,Colombia,COL
COL_Metal Products,COL_Metal Products,manufacturing,TRUE,1000,20235055.23,167610.8359,0.023036307,0,USD,Colombia,COL
